function,f3994,f3995,f3996,f3997,f3998,f3999,f4000,f4001,f4002,f4003,f4004,f4005,f4006,f4007,f4008,f4009,f4010,f4011,f4012,f4013,f4014,f4015,f4016,f4017,f4018,f4019,f4020,f4021,f4022,f4023,f4024,f4025,f4026,f4027,f4028,f4029,f4030,f4031,f4032,f4033,f4034,f4035,f4036,f4037,f4038,f4039,f4040,f4041,f4042,f4043,f4044,f4045,f4046,f4047,f4048,f4049,f4050,f4051,f4052,f4053,f4054,f4055,f4056,f4057,f4058,f4059,f4060,f4061,f4062,f4063,f4064,f4065,f4066,f4067,f4068,f4069,f4070,f4071,f4072,f4073,f4074,f4075,f4076,f4077,f4078,f4079,f4080,f4081,f4082,f4083,f4084,f4085,f4086,f4087,f4088,f4089,f4090,f4091,f4092,f4093,f4094,f4095,f4096,f4097,f4098,f4099,f4100,f4101,f4102,f4103,f4104,f4105,f4106,f4107,f4108,f4109,f4110,f4111,f4112,f4113,f4114,f4115,f4116,f4117,f4118,f4119,f4120,f4121,f4122,f4123,f4124,f4125,f4126,f4127,f4128,f4129,f4130,f4131,f4132,f4133,f4134,f4135,f4136,f4137,f4138,f4139,f4140,f4141,f4142,f4143,f4144,f4145,f4146,f4147,f4148,f4149,f4150,f4151,f4152,f4153,f4154,f4155,f4156,f4157,f4158,f4159,f4160,f4161,f4162,f4163,f4164,f4165,f4166,f4167,f4168,f4169,f4170,f4171,f4172,f4173,f4174,f4175,f4176,f4177,f4178,f4179,f4180,f4181,f4182,f4183,f4184,f4185,f4186,f4187,f4188,f4189,f4190,f4191,f4192,f4193,f4194,f4195,f4196,f4197,f4198,f4199,f4200,f4201,f4202,f4203,f4204,f4205,f4206,f4207,f4208,f4209,f4210,f4211,f4212,f4213,f4214,f4215,f4216,f4217,f4218,f4219,f4220,f4221,f4222,f4223,f4224,f4225,f4226,f4227,f4228,f4229,f4230,f4231,f4232,f4233,f4234,f4235,f4236,f4237,f4238,f4239,f4240,f4241,f4242,f4243,f4244,f4245,f4246,f4247,f4248,f4249,f4250,f4251,f4252,f4253,f4254,f4255,f4256,f4257,f4258,f4259,f4260,f4261,f4262,f4263,f4264,f4265,f4266,f4267,f4268,f4269,f4270,f4271,f4272,f4273,f4274,f4275,f4276,f4277,f4278,f4279,f4280,f4281,f4282,f4283,f4284,f4285,f4286,f4287,f4288,f4289,f4290,f4291,f4292,f4293,f4294,f4295,f4296,f4297,f4298,f4299,f4300,f4301,f4302,f4303,f4304,f4305,f4306,f4307,f4308,f4309,f4310,f4311,f4312,f4313,f4314,f4315,f4316,f4317,f4318,f4319,f4320,f4321,f4322,f4323,f4324,f4325,f4326,f4327,f4328,f4329,f4330,f4331,f4332,f4333,f4334,f4335,f4336,f4337,f4338,f4339,f4340,f4341,f4342,f4343,f4344,f4345,f4346,f4347,f4348,f4349,f4350,f4351,f4352,f4353,f4354,f4355,f4356,f4357,f4358,f4359,f4360,f4361,f4362,f4363,f4364,f4365,f4366,f4367,f4368,f4369,f4370,f4371,f4372,f4373,f4374,f4375,f4376,f4377,f4378,f4379,f4380,f4381,f4382,f4383,f4384,f4385,f4386,f4387,f4388,f4389,f4390,f4391,f4392,f4393,f4394,f4395,f4396,f4397,f4398,f4399,f4400,f4401,f4402,f4403,f4404,f4405,f4406,f4407,f4408,f4409,f4410,f4411,f4412,f4413,f4414,f4415,f4416,f4417,f4418,f4419,f4420,f4421,f4422,f4423,f4424
WG1n,0,0,2,0,0,5,3,0,0,6,4,5,6,2,0,0,0,0,0,0,1,1,0,2,4,0,0,0,0,6,0,0,2,3,0,0,0,1,0,4,0,0,0,1,2,0,0,0,0,6,0,5,0,1,0,5,0,3,4,5,5,0,0,0,0,0,1,1,0,3,4,0,0,0,0,5,0,0,6,4,0,5,0,0,6,5,0,6,6,5,2,0,0,4,2,0,0,0,1,0,1,0,1,1,0,4,6,0,0,0,0,0,0,4,0,0,3,0,0,0,2,1,4,0,5,0,4,0,0,2,2,0,0,0,1,1,4,2,0,0,2,0,1,0,0,0,3,3,6,5,5,4,6,0,0,5,6,0,0,0,3,3,0,0,2,1,0,4,0,0,1,5,5,0,0,0,0,0,0,2,3,3,3,0,0,4,7,3,0,5,5,0,0,2,4,2,0,7,0,3,0,5,4,0,0,0,4,5,0,5,5,3,0,0,2,0,3,0,0,5,6,5,6,5,1,5,5,3,2,0,5,5,0,5,4,4,0,0,6,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,5,0,5,0,0,5,0,5,4,4,0,0,3,5,2,3,4,4,0,5,0,0,0,4,0,0,0,0,2,0,0,0,0,0,4,4,4,0,0,3,2,5,0,0,5,3,0,0,0,5,0,5,2,0,3,0,0,5,0,0,2,3,5,0,0,0,0,3,3,0,5,0,5,0,2,4,4,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,6,0,0,0,0,2,3,0,2,0,0,0,0,0,4,0,0,5,5,0,4,3,0,0,2,0,3,2,3,4,2,0,0,5,0,0,5,0,0,0,3,5,0,6,2,0,0,5,0,1,1,4,4,1,0,0,0,5,4,0,0,0,0,0,0,3,0,3,0,5,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0
WG1p,6,3,0,1,5,0,0,5,3,0,0,0,0,0,6,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,3,1,0,0,0,1,4,6,2,0,6,0,5,0,5,0,4,0,0,0,0,5,4,0,6,2,0,0,1,0,0,5,4,6,2,0,1,2,0,0,2,0,6,5,0,0,3,0,0,0,0,1,3,0,0,1,6,5,0,4,0,1,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,5,2,0,0,0,0,2,0,4,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,1,0,1,2,4,0,0,0,0,0,0,0,5,6,0,0,6,3,1,0,0,6,2,0,0,1,0,0,0,0,0,0,5,6,2,2,5,2,0,0,0,0,5,5,0,0,0,7,0,0,7,2,0,0,0,4,0,2,0,2,0,0,6,2,5,0,0,2,0,0,0,2,1,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,4,0,3,0,1,1,1,3,0,0,0,5,0,3,1,0,3,0,0,0,0,2,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,4,2,2,0,1,2,0,0,0,4,2,5,4,0,0,0,0,5,2,0,0,0,3,1,0,0,2,2,5,0,2,0,0,2,0,5,2,0,4,2,0,0,0,3,3,2,3,0,0,1,0,0,0,2,0,0,0,0,3,3,3,1,2,0,0,0,4,0,4,0,3,0,0,5,6,2,2,0,0,3,0,3,1,6,4,0,0,2,4,0,0,4,0,0,1,1,0,2,0,0,0,0,0,1,2,0,1,2,0,2,2,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,2,3,3,0,1,3,0,0,0,0,0,1,4,2,0,0,0,0,1,0,6,0,0,1,3,0
WG2n,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WG2p,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
WH1n,0,0,2,0,0,0,0,0,0,6,4,9,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,3,0,0,0,0,0,0,0,0,0,1,2,0,9,10,0,6,0,5,0,1,9,9,0,3,0,9,0,0,7,0,8,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,5,0,0,0,0,0,0,0,7,4,0,0,0,1,8,1,0,0,1,0,7,0,0,0,3,0,3,3,0,0,0,3,0,0,0,2,1,4,0,5,0,4,0,0,2,2,0,0,0,0,0,4,2,0,0,2,0,1,0,0,0,3,0,0,5,7,0,0,7,0,9,6,0,0,0,3,0,0,0,2,0,0,5,0,0,1,0,0,6,10,7,0,0,0,2,0,3,0,6,0,4,0,8,0,9,9,0,6,2,4,7,10,7,0,5,6,6,6,9,0,9,0,5,7,7,0,8,0,0,2,0,3,0,6,7,10,5,5,0,0,5,0,0,2,0,5,0,8,6,0,0,9,9,6,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,5,4,0,3,0,5,0,5,4,4,0,5,3,0,2,0,5,0,5,0,8,0,4,0,0,4,0,0,0,0,4,0,7,0,4,4,4,0,0,3,0,5,8,0,5,3,7,0,0,5,0,9,0,0,3,9,0,5,0,0,2,9,7,0,8,0,0,0,3,7,5,4,9,0,2,4,0,4,0,0,0,0,5,0,0,2,0,0,8,9,0,3,9,0,0,0,0,2,5,0,0,0,0,10,6,0,0,7,0,0,9,0,4,0,0,0,0,0,3,0,3,4,0,0,5,7,0,0,9,0,0,0,0,0,0,9,2,1,4,7,7,1,1,5,5,1,8,0,0,6,8,0,0,3,3,7,3,3,0,3,0,5,0,0,0,0,3,8,0,0,0,0,0,5,0,0,3
WH1p,9,3,0,1,5,8,9,8,3,0,0,0,0,0,9,0,1,1,0,0,0,1,0,2,4,1,1,1,0,0,3,1,0,0,1,4,1,7,1,4,5,1,0,0,0,1,0,0,2,0,6,0,5,0,0,0,4,0,4,0,8,5,0,4,0,2,7,0,1,0,4,5,4,6,7,5,1,2,6,4,2,0,0,5,6,0,3,6,6,5,2,1,3,0,0,1,9,7,0,0,0,1,0,0,1,0,8,3,0,0,4,0,0,4,1,1,0,7,4,3,0,0,0,4,0,4,0,1,3,0,0,1,1,2,1,1,0,0,1,1,0,1,0,1,2,4,0,3,9,0,0,4,8,0,6,0,0,6,3,1,0,3,6,2,0,1,1,0,1,0,0,5,9,0,0,0,7,5,2,0,5,0,9,0,8,0,7,0,7,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,0,9,0,9,1,0,8,0,3,0,0,0,0,0,5,1,0,9,3,0,5,0,5,0,0,4,4,0,0,0,3,3,1,0,1,3,0,2,0,5,0,0,1,2,3,0,0,9,0,2,0,1,0,0,0,1,0,0,7,0,3,0,7,0,5,0,9,0,4,1,0,1,0,2,7,0,9,0,1,0,0,0,5,2,0,2,0,0,1,0,0,0,2,7,0,2,0,7,2,0,0,2,0,6,2,0,0,0,3,0,2,3,3,0,0,0,0,0,2,0,0,4,0,3,3,8,5,0,0,0,0,4,0,0,0,3,0,0,9,6,2,2,0,0,9,2,3,0,0,0,0,4,0,4,7,0,4,0,3,1,1,2,2,0,2,0,0,2,1,0,0,1,2,0,2,2,2,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,3,0,1,4,2,5,0,0,3,1,3,9,1,0,6,3,0
WH2n,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
WH2p,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
WI1n,0,11,0,6,13,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,6,11,0,0,0,0,0,0,4,0,0,3,0,5,8,0,0,14,0,0,4,1,2,0,9,10,8,6,0,5,0,0,0,9,0,0,0,14,13,11,11,5,8,0,0,0,0,3,12,0,0,0,9,11,0,0,0,0,0,0,0,0,14,0,13,0,0,13,0,0,6,0,0,0,0,0,1,0,1,0,0,1,0,0,14,0,0,4,0,3,4,8,0,6,3,12,0,0,2,8,8,0,5,0,7,0,4,2,2,0,0,0,0,0,4,2,0,0,0,0,1,6,11,11,0,0,0,5,0,0,0,7,0,9,6,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,15,6,9,0,9,11,0,2,8,3,0,6,13,0,0,12,18,9,10,0,8,2,4,9,10,7,0,5,8,6,0,0,0,0,0,5,7,7,0,8,11,0,2,13,3,0,6,12,10,5,0,0,0,5,0,0,2,0,5,15,8,0,0,0,9,13,6,0,4,0,0,0,0,5,0,3,15,0,3,0,0,0,0,0,14,0,10,5,0,0,0,4,0,5,3,0,0,8,5,11,0,0,0,0,8,11,0,0,0,0,0,0,0,0,7,5,0,4,4,15,0,3,0,5,8,0,5,0,7,0,12,5,0,0,0,0,3,9,0,0,0,0,0,9,0,6,8,0,0,0,3,0,5,4,9,0,0,0,0,4,11,11,11,6,8,0,0,2,0,0,12,0,0,0,15,0,15,0,0,2,0,13,0,0,6,10,0,4,11,0,10,0,14,0,4,0,8,0,0,9,3,0,3,4,0,0,8,13,0,0,9,0,0,0,0,0,0,0,0,5,4,0,7,8,1,5,5,1,8,8,0,6,12,0,0,0,4,7,3,0,4,3,4,0,0,0,0,6,4,8,0,0,4,0,0,0,8,0,0
WI1p,9,0,2,0,0,8,0,8,3,0,4,9,7,2,9,4,1,1,0,4,0,1,0,0,11,1,1,1,4,6,0,1,9,0,1,0,0,7,1,0,5,1,0,0,0,1,0,0,0,0,6,0,5,1,9,0,4,3,4,0,0,0,0,0,0,2,8,1,1,0,0,5,4,6,0,0,8,2,6,4,2,5,9,5,0,5,0,6,6,0,2,6,0,7,4,1,9,7,0,8,0,1,0,0,0,7,0,3,4,0,8,0,0,0,1,0,0,0,4,3,0,0,0,4,0,8,0,0,0,0,0,1,1,2,1,1,0,0,1,1,2,1,0,0,0,0,3,3,9,0,7,4,8,0,6,0,0,6,3,1,3,3,6,2,0,1,1,0,0,0,0,9,0,0,0,9,0,0,2,0,0,0,9,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,6,9,2,9,4,0,0,0,9,0,0,6,0,0,0,3,0,0,0,0,6,5,8,0,9,8,0,5,0,0,0,6,4,4,0,0,0,3,0,1,7,1,8,0,2,0,0,4,0,1,1,3,5,5,0,4,0,0,6,5,4,0,1,0,0,13,2,0,0,0,8,5,8,9,0,0,1,4,7,4,2,7,4,9,0,0,4,0,0,0,2,0,2,0,0,1,0,3,0,2,0,0,2,9,7,2,0,0,2,5,6,2,2,0,7,0,0,2,3,3,0,7,0,0,0,2,8,4,4,0,0,0,0,0,0,4,4,0,4,7,0,9,3,3,0,9,0,2,2,0,5,0,2,3,0,0,6,0,0,7,0,7,0,4,0,3,0,1,2,0,0,2,0,0,2,1,0,0,1,2,0,2,2,2,3,5,10,10,2,0,0,12,0,0,0,0,0,0,0,0,2,0,0,2,3,6,0,0,0,6,0,0,0,5,1,4,2,0,0,0,4,6,0,9,1,8,0,6,4
WI2n,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
WI2p,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
WJ1n,25,11,0,0,0,22,0,0,16,6,0,23,24,0,25,0,0,9,0,0,1,0,6,11,0,0,0,9,4,0,4,7,0,3,0,5,0,15,0,14,0,10,0,0,2,0,9,10,8,6,0,5,0,0,0,0,17,0,0,0,13,0,11,9,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,25,19,1,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,5,0,0,0,4,0,2,0,0,0,0,0,4,2,0,0,0,0,1,6,11,11,0,0,0,0,20,17,23,0,23,0,0,0,0,9,0,0,21,14,2,9,9,0,0,0,1,0,0,0,26,16,9,0,0,2,0,0,21,0,0,0,23,0,0,9,25,23,0,0,4,0,0,7,10,5,15,17,17,24,10,0,0,0,0,0,23,8,0,0,2,0,0,15,6,0,0,5,19,18,0,5,24,0,0,0,5,0,8,18,13,17,9,0,6,16,4,0,8,9,0,5,13,0,0,0,0,0,12,13,0,9,0,7,10,0,0,18,0,0,9,5,0,0,0,8,5,0,14,0,22,0,0,11,9,8,0,0,0,0,8,0,0,5,0,4,0,15,0,3,0,0,0,0,0,0,7,0,0,5,0,0,17,10,3,9,13,0,0,0,0,9,20,9,0,10,9,0,0,0,0,4,0,10,0,0,0,0,11,11,0,0,13,0,0,0,17,8,0,21,16,0,15,24,15,0,13,0,0,13,0,16,7,0,17,0,11,0,0,20,0,0,4,13,8,0,0,9,3,0,0,0,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,5,0,0,7,10,8,5,5,0,8,8,0,6,0,0,0,10,4,0,0,10,4,3,0,0,7,0,0,0,8,0,7,0,7,24,8,0,0,0,7
WJ1p,0,0,14,6,13,0,12,22,0,0,18,0,0,14,0,4,1,0,7,4,0,1,0,0,11,1,1,0,0,6,0,0,12,0,9,0,8,0,1,0,14,0,4,9,0,1,0,0,0,0,21,0,20,1,9,9,0,3,4,14,0,11,0,0,8,13,15,1,1,0,12,16,18,22,16,11,0,11,20,15,12,5,25,16,14,5,13,20,20,13,2,7,0,0,4,7,0,0,0,8,0,1,8,1,7,0,14,7,4,7,12,3,7,8,1,6,0,12,8,7,2,8,0,8,0,15,15,7,0,1,0,1,1,2,9,1,0,0,9,9,2,1,0,0,0,0,15,3,25,5,0,0,0,19,0,9,23,21,15,0,15,3,0,0,0,0,0,5,7,7,0,20,15,6,0,0,0,11,10,0,8,3,0,6,13,4,0,12,18,0,0,0,8,2,0,9,10,0,0,0,0,0,0,0,0,24,4,5,7,7,0,0,11,7,0,13,3,0,0,12,10,0,0,0,9,0,0,11,2,18,0,15,0,0,0,0,0,13,0,0,0,9,0,0,8,0,0,3,15,4,3,10,0,0,5,0,14,0,0,5,6,0,4,4,0,0,3,13,2,0,0,11,0,5,0,20,8,0,0,0,8,4,2,7,0,24,7,0,4,0,4,0,2,0,2,5,8,9,18,3,0,2,12,0,10,9,0,0,0,0,0,5,6,10,2,0,0,0,8,0,0,3,3,7,5,0,9,0,10,4,4,4,0,0,11,12,0,4,4,1,0,0,12,0,0,3,0,0,0,2,0,2,14,0,2,0,0,10,0,4,0,7,10,0,14,16,0,0,0,1,2,0,0,2,3,4,2,1,13,0,1,2,0,2,2,2,3,5,10,10,2,0,9,12,0,0,0,0,0,7,0,0,2,0,13,2,3,0,0,7,10,0,0,0,7,5,0,4,2,6,0,8,0,6,0,0,0,8,8,10,0
